ExperimentId,Approach,TaskFinishTime,SkillName,SkillChanceToFail,SkillBatteryConsume, Location,SuccessResult,FailureReasonEnum,RobotName, RobotColor, BatteryCharge,BatteryDischargeRate,Skills,Speed,EndBatteryCharge,TimeSpent, BatterySpent
0,Baseline,111.68,OpenDoor,0.06,0.01,RoomA,true,None,Cleaner,Blue,1.00,0.00, CleanRoom*SanitizeRobot*OpenDoor*,150.00,1.007.98,-0.00
0,Baseline,111.68,CleanRoom,0.01,0.03,RoomA,true,None,Cleaner,Blue,1.00,0.00, CleanRoom*SanitizeRobot*OpenDoor*,150.00,0.8211.90,-0.18
0,Baseline,111.68,SanitizeRobot,0.01,0.03,SanitizationRoom,true,None,Cleaner,Blue,0.82,0.00, CleanRoom*SanitizeRobot*OpenDoor*,150.00,0.5716.85,-0.25
0,Baseline,111.68,MoveFurniture,0.06,0.01,RoomA,true,None,Organizer1,Green,1.00,0.00, MoveFurniture*,150.00,0.7513.26,-0.25
0,Baseline,111.68,MoveFurniture,0.01,0.12,RoomA,true,None,Organizer2,Blue,0.90,0.00, MoveFurniture*,120.00,0.8817.56,-0.02
0,Baseline,111.68,CleanRoom,0.01,0.03,RoomB,true,None,Cleaner,Blue,0.57,0.00, CleanRoom*SanitizeRobot*OpenDoor*,150.00,0.3916.71,-0.18
0,Baseline,111.68,SanitizeRobot,0.01,0.03,SanitizationRoom,true,None,Cleaner,Blue,0.39,0.00, CleanRoom*SanitizeRobot*OpenDoor*,150.00,0.1620.91,-0.24
0,Baseline,111.68,MoveFurniture,0.06,0.01,RoomB,true,None,Organizer1,Green,0.75,0.00, MoveFurniture*,150.00,0.5017.27,-0.25
0,Baseline,111.68,MoveFurniture,0.01,0.12,RoomB,true,None,Organizer2,Blue,0.88,0.00, MoveFurniture*,120.00,0.8619.78,-0.02
1,Baseline,6.56,OpenDoor,0.06,0.01,RoomA,true,None,Cleaner,Blue,1.00,0.00, CleanRoom*SanitizeRobot*OpenDoor*,150.00,1.007.98,-0.00
1,Baseline,6.56,CleanRoom,0.01,0.03,RoomA,true,None,Cleaner,Blue,1.00,0.00, CleanRoom*SanitizeRobot*OpenDoor*,150.00,0.8211.90,-0.18
1,Baseline,6.56,SanitizeRobot,0.01,0.03,SanitizationRoom,true,None,Cleaner,Blue,0.82,0.00, CleanRoom*SanitizeRobot*OpenDoor*,150.00,0.5716.85,-0.25
1,Baseline,6.56,MoveFurniture,0.06,0.01,RoomA,true,None,Organizer1,Green,1.00,0.00, MoveFurniture*,150.00,0.7513.26,-0.25
1,Baseline,6.56,MoveFurniture,0.01,0.12,RoomA,true,None,Organizer2,Blue,0.90,0.00, MoveFurniture*,120.00,0.8817.56,-0.02
1,Baseline,6.56,CleanRoom,0.01,0.03,RoomB,true,None,Cleaner,Blue,0.57,0.00, CleanRoom*SanitizeRobot*OpenDoor*,150.00,0.3916.71,-0.18
1,Baseline,6.56,SanitizeRobot,0.01,0.03,SanitizationRoom,true,None,Cleaner,Blue,0.39,0.00, CleanRoom*SanitizeRobot*OpenDoor*,150.00,0.1620.91,-0.24
1,Baseline,6.56,MoveFurniture,0.06,0.01,RoomB,true,None,Organizer1,Green,0.75,0.00, MoveFurniture*,150.00,0.5017.27,-0.25
1,Baseline,6.56,MoveFurniture,0.01,0.12,RoomB,true,None,Organizer2,Blue,0.88,0.00, MoveFurniture*,120.00,0.8619.78,-0.02
1,Baseline,6.56,OpenDoor,0.01,0.07,RoomA,true,None,Cleaner,Yellow,0.70,0.00, none*SanitizeRobot*OpenDoor*,100.00,0.706.56,-0.00
1,Baseline,6.56,CleanRoom,0.00,0.00,RoomA,false,Skill Not Found,Cleaner,Yellow,0.70,0.00, none*SanitizeRobot*OpenDoor*,100.00,0.70118.24,0.70
2,Baseline,57.00,OpenDoor,0.06,0.01,RoomA,true,None,Cleaner,Blue,1.00,0.00, CleanRoom*SanitizeRobot*OpenDoor*,150.00,1.007.98,-0.00
2,Baseline,57.00,CleanRoom,0.01,0.03,RoomA,true,None,Cleaner,Blue,1.00,0.00, CleanRoom*SanitizeRobot*OpenDoor*,150.00,0.8211.90,-0.18
2,Baseline,57.00,SanitizeRobot,0.01,0.03,SanitizationRoom,true,None,Cleaner,Blue,0.82,0.00, CleanRoom*SanitizeRobot*OpenDoor*,150.00,0.5716.85,-0.25
2,Baseline,57.00,MoveFurniture,0.06,0.01,RoomA,true,None,Organizer1,Green,1.00,0.00, MoveFurniture*,150.00,0.7513.26,-0.25
2,Baseline,57.00,MoveFurniture,0.01,0.12,RoomA,true,None,Organizer2,Blue,0.90,0.00, MoveFurniture*,120.00,0.8817.56,-0.02
2,Baseline,57.00,CleanRoom,0.01,0.03,RoomB,true,None,Cleaner,Blue,0.57,0.00, CleanRoom*SanitizeRobot*OpenDoor*,150.00,0.3916.71,-0.18
