ExperimentId,Approach,TaskFinishTime,SkillName,SkillChanceToFail,SkillBatteryConsume, Location,SuccessResult,FailureReasonEnum,RobotName, RobotColor, BatteryCharge,BatteryDischargeRate,Skills,Speed,EndBatteryCharge,TimeSpent, BatterySpent
0,Baseline,158.41,OpenDoor,0.01,0.03,RoomA,true,None,Cleaner,Blue,1.00,0.00, CleanRoom*SanitizeRobot*OpenDoor*,100.00,1.0015.72,-0.00
0,Baseline,158.41,CleanRoom,0.01,0.01,RoomA,true,None,Cleaner,Blue,1.00,0.00, CleanRoom*SanitizeRobot*OpenDoor*,100.00,0.8416.51,-0.16
0,Baseline,158.41,SanitizeRobot,0.01,0.09,SanitizationRoom,true,None,Cleaner,Blue,0.84,0.00, CleanRoom*SanitizeRobot*OpenDoor*,100.00,0.6122.49,-0.23
0,Baseline,158.41,MoveFurniture,0.03,0.01,RoomA,true,None,Organizer2,Yellow,0.90,0.00, MoveFurniture*,110.00,0.8818.05,-0.02
0,Baseline,158.41,MoveFurniture,0.01,0.07,RoomA,true,None,Organizer1,Yellow,0.90,0.00, MoveFurniture*,80.00,0.8823.47,-0.02
0,Baseline,158.41,CleanRoom,0.01,0.01,RoomB,true,None,Cleaner,Blue,0.61,0.00, CleanRoom*SanitizeRobot*OpenDoor*,100.00,0.4523.12,-0.16
0,Baseline,158.41,SanitizeRobot,0.01,0.09,SanitizationRoom,true,None,Cleaner,Blue,0.45,0.00, CleanRoom*SanitizeRobot*OpenDoor*,100.00,0.2328.52,-0.22
0,Baseline,158.41,MoveFurniture,0.03,0.01,RoomB,true,None,Organizer2,Yellow,0.88,0.00, MoveFurniture*,110.00,0.8721.47,-0.02
0,Baseline,158.41,MoveFurniture,0.01,0.07,RoomB,true,None,Organizer1,Yellow,0.88,0.00, MoveFurniture*,80.00,0.8728.57,-0.02
1,Baseline,17.23,OpenDoor,0.01,0.03,RoomA,true,None,Cleaner,Blue,1.00,0.00, CleanRoom*SanitizeRobot*OpenDoor*,100.00,1.0015.72,-0.00
1,Baseline,17.23,CleanRoom,0.01,0.01,RoomA,true,None,Cleaner,Blue,1.00,0.00, CleanRoom*SanitizeRobot*OpenDoor*,100.00,0.8416.51,-0.16
1,Baseline,17.23,SanitizeRobot,0.01,0.09,SanitizationRoom,true,None,Cleaner,Blue,0.84,0.00, CleanRoom*SanitizeRobot*OpenDoor*,100.00,0.6122.49,-0.23
1,Baseline,17.23,MoveFurniture,0.03,0.01,RoomA,true,None,Organizer2,Yellow,0.90,0.00, MoveFurniture*,110.00,0.8818.05,-0.02
1,Baseline,17.23,MoveFurniture,0.01,0.07,RoomA,true,None,Organizer1,Yellow,0.90,0.00, MoveFurniture*,80.00,0.8823.47,-0.02
1,Baseline,17.23,CleanRoom,0.01,0.01,RoomB,true,None,Cleaner,Blue,0.61,0.00, CleanRoom*SanitizeRobot*OpenDoor*,100.00,0.4523.12,-0.16
1,Baseline,17.23,SanitizeRobot,0.01,0.09,SanitizationRoom,true,None,Cleaner,Blue,0.45,0.00, CleanRoom*SanitizeRobot*OpenDoor*,100.00,0.2328.52,-0.22
1,Baseline,17.23,MoveFurniture,0.03,0.01,RoomB,true,None,Organizer2,Yellow,0.88,0.00, MoveFurniture*,110.00,0.8721.47,-0.02
1,Baseline,17.23,MoveFurniture,0.01,0.07,RoomB,true,None,Organizer1,Yellow,0.88,0.00, MoveFurniture*,80.00,0.8728.57,-0.02
1,Baseline,17.23,OpenDoor,0.01,0.01,RoomA,true,None,Cleaner,Yellow,1.00,0.00, CleanRoom*none*OpenDoor*,110.00,0.991.71,-0.01
1,Baseline,17.23,CleanRoom,0.01,0.03,RoomA,true,None,Cleaner,Yellow,0.99,0.00, CleanRoom*none*OpenDoor*,110.00,0.4715.52,-0.52
1,Baseline,17.23,SanitizeRobot,0.00,0.00,SanitizationRoom,false,Skill Not Found,Cleaner,Yellow,0.47,0.00, CleanRoom*none*OpenDoor*,110.00,0.47175.64,0.47
2,Baseline,96.56,OpenDoor,0.01,0.03,RoomA,true,None,Cleaner,Blue,1.00,0.00, CleanRoom*SanitizeRobot*OpenDoor*,100.00,1.0015.72,-0.00
2,Baseline,96.56,CleanRoom,0.01,0.01,RoomA,true,None,Cleaner,Blue,1.00,0.00, CleanRoom*SanitizeRobot*OpenDoor*,100.00,0.8416.51,-0.16
2,Baseline,96.56,SanitizeRobot,0.01,0.09,SanitizationRoom,true,None,Cleaner,Blue,0.84,0.00, CleanRoom*SanitizeRobot*OpenDoor*,100.00,0.6122.49,-0.23
2,Baseline,96.56,MoveFurniture,0.03,0.01,RoomA,true,None,Organizer2,Yellow,0.90,0.00, MoveFurniture*,110.00,0.8818.05,-0.02
2,Baseline,96.56,MoveFurniture,0.01,0.07,RoomA,true,None,Organizer1,Yellow,0.90,0.00, MoveFurniture*,80.00,0.8823.47,-0.02
2,Baseline,96.56,CleanRoom,0.01,0.01,RoomB,true,None,Cleaner,Blue,0.61,0.00, CleanRoom*SanitizeRobot*OpenDoor*,100.00,0.4523.12,-0.16
2,Baseline,96.56,SanitizeRobot,0.01,0.09,SanitizationRoom,true,None,Cleaner,Blue,0.45,0.00, CleanRoom*SanitizeRobot*OpenDoor*,100.00,0.2328.52,-0.22
2,Baseline,96.56,MoveFurniture,0.03,0.01,RoomB,true,None,Organizer2,Yellow,0.88,0.00, MoveFurniture*,110.00,0.8721.47,-0.02
2,Baseline,96.56,MoveFurniture,0.01,0.07,RoomB,true,None,Organizer1,Yellow,0.88,0.00, MoveFurniture*,80.00,0.8728.57,-0.02
