ExperimentId,Approach,TaskFinishTime,SkillName,SkillChanceToFail,SkillBatteryConsume, Location,SuccessResult,FailureReasonEnum,RobotName,BatteryCharge,BatteryDischargeRate,Skills,Color,Speed,EndBatteryCharge
0,Baseline,20.77,open-door,0.06,0.01,RoomA,true,None,Cleaner,1.00,0.05, clean-room*sanitize-robot*open-door*,,110.00,0.75
0,Baseline,20.77,clean-room,0.10,0.01,RoomA,false,Low Battery,Cleaner,0.75,0.05, clean-room*sanitize-robot*open-door*,,110.00,-0.00
1,Baseline,7.91,open-door,0.06,0.01,RoomA,true,None,Cleaner,1.00,0.05, clean-room*sanitize-robot*open-door*,,110.00,0.75
1,Baseline,7.91,clean-room,0.10,0.01,RoomA,false,Low Battery,Cleaner,0.75,0.05, clean-room*sanitize-robot*open-door*,,110.00,-0.00
1,Baseline,7.91,open-door,0.01,0.07,RoomA,true,None,Cleaner,1.00,0.04, clean-room*none*open-door*,,100.00,0.76
1,Baseline,7.91,clean-room,0.01,0.07,RoomA,true,None,Cleaner,0.76,0.04, clean-room*none*open-door*,,100.00,0.57
1,Baseline,7.91,sanitize-robot,1195203331650403189695186389172224.00,0.00,SanitizationRoom,false,Skill Not Found,Cleaner,0.57,0.04, clean-room*none*open-door*,,100.00,0.57
2,Baseline,2.11,open-door,0.06,0.01,RoomA,true,None,Cleaner,1.00,0.05, clean-room*sanitize-robot*open-door*,,110.00,0.75
2,Baseline,2.11,clean-room,0.10,0.01,RoomA,false,Low Battery,Cleaner,0.75,0.05, clean-room*sanitize-robot*open-door*,,110.00,-0.00
2,Baseline,2.11,open-door,0.01,0.07,RoomA,true,None,Cleaner,1.00,0.04, clean-room*none*open-door*,,100.00,0.76
2,Baseline,2.11,clean-room,0.01,0.07,RoomA,true,None,Cleaner,0.76,0.04, clean-room*none*open-door*,,100.00,0.57
2,Baseline,2.11,sanitize-robot,1195203331650403189695186389172224.00,0.00,SanitizationRoom,false,Skill Not Found,Cleaner,0.57,0.04, clean-room*none*open-door*,,100.00,0.57
2,Baseline,2.11,open-door,0.01,0.01,RoomA,true,None,Cleaner,1.00,0.05, clean-room*none*open-door*,,100.00,0.89
2,Baseline,2.11,clean-room,0.10,0.01,RoomA,false,Skill Failure,Cleaner,0.89,0.05, clean-room*none*open-door*,,100.00,0.89
3,Baseline,0.00,open-door,0.06,0.01,RoomA,true,None,Cleaner,1.00,0.05, clean-room*sanitize-robot*open-door*,,110.00,0.75
3,Baseline,0.00,clean-room,0.10,0.01,RoomA,false,Low Battery,Cleaner,0.75,0.05, clean-room*sanitize-robot*open-door*,,110.00,-0.00
3,Baseline,0.00,open-door,0.01,0.07,RoomA,true,None,Cleaner,1.00,0.04, clean-room*none*open-door*,,100.00,0.76
3,Baseline,0.00,clean-room,0.01,0.07,RoomA,true,None,Cleaner,0.76,0.04, clean-room*none*open-door*,,100.00,0.57
3,Baseline,0.00,sanitize-robot,1195203331650403189695186389172224.00,0.00,SanitizationRoom,false,Skill Not Found,Cleaner,0.57,0.04, clean-room*none*open-door*,,100.00,0.57
3,Baseline,0.00,open-door,0.01,0.01,RoomA,true,None,Cleaner,1.00,0.05, clean-room*none*open-door*,,100.00,0.89
3,Baseline,0.00,clean-room,0.10,0.01,RoomA,false,Skill Failure,Cleaner,0.89,0.05, clean-room*none*open-door*,,100.00,0.89
3,Baseline,0.00,open-door,1195203331650403189695186389172224.00,0.00,RoomA,false,Skill Not Found,Cleaner,1.00,0.03, none*none*none*,,80.00,1.00
4,Baseline,32.04,open-door,0.06,0.01,RoomA,true,None,Cleaner,1.00,0.05, clean-room*sanitize-robot*open-door*,,110.00,0.75
4,Baseline,32.04,clean-room,0.10,0.01,RoomA,false,Low Battery,Cleaner,0.75,0.05, clean-room*sanitize-robot*open-door*,,110.00,-0.00
4,Baseline,32.04,open-door,0.01,0.07,RoomA,true,None,Cleaner,1.00,0.04, clean-room*none*open-door*,,100.00,0.76
4,Baseline,32.04,clean-room,0.01,0.07,RoomA,true,None,Cleaner,0.76,0.04, clean-room*none*open-door*,,100.00,0.57
4,Baseline,32.04,sanitize-robot,1195203331650403189695186389172224.00,0.00,SanitizationRoom,false,Skill Not Found,Cleaner,0.57,0.04, clean-room*none*open-door*,,100.00,0.57
4,Baseline,32.04,open-door,0.01,0.01,RoomA,true,None,Cleaner,1.00,0.05, clean-room*none*open-door*,,100.00,0.89
4,Baseline,32.04,clean-room,0.10,0.01,RoomA,false,Skill Failure,Cleaner,0.89,0.05, clean-room*none*open-door*,,100.00,0.89
4,Baseline,32.04,open-door,1195203331650403189695186389172224.00,0.00,RoomA,false,Skill Not Found,Cleaner,1.00,0.03, none*none*none*,,80.00,1.00
4,Baseline,32.04,open-door,0.06,0.01,RoomA,true,None,Cleaner,0.90,0.01, clean-room*sanitize-robot*open-door*,,150.00,0.87
4,Baseline,32.04,clean-room,0.01,0.01,RoomA,true,None,Cleaner,0.87,0.01, clean-room*sanitize-robot*open-door*,,150.00,0.72
4,Baseline,32.04,sanitize-robot,0.02,0.01,SanitizationRoom,true,None,Cleaner,0.72,0.01, clean-room*sanitize-robot*open-door*,,150.00,0.55
4,Baseline,32.04,move-furniture,0.10,0.01,RoomA,false,Skill Failure,Robot,1.00,0.05, move-furniture*,,110.00,1.00
5,Baseline,0.00,open-door,0.06,0.01,RoomA,true,None,Cleaner,1.00,0.05, clean-room*sanitize-robot*open-door*,,110.00,0.75
5,Baseline,0.00,clean-room,0.10,0.01,RoomA,false,Low Battery,Cleaner,0.75,0.05, clean-room*sanitize-robot*open-door*,,110.00,-0.00
5,Baseline,0.00,open-door,0.01,0.07,RoomA,true,None,Cleaner,1.00,0.04, clean-room*none*open-door*,,100.00,0.76
5,Baseline,0.00,clean-room,0.01,0.07,RoomA,true,None,Cleaner,0.76,0.04, clean-room*none*open-door*,,100.00,0.57
5,Baseline,0.00,sanitize-robot,1195203331650403189695186389172224.00,0.00,SanitizationRoom,false,Skill Not Found,Cleaner,0.57,0.04, clean-room*none*open-door*,,100.00,0.57
5,Baseline,0.00,open-door,0.01,0.01,RoomA,true,None,Cleaner,1.00,0.05, clean-room*none*open-door*,,100.00,0.89
5,Baseline,0.00,clean-room,0.10,0.01,RoomA,false,Skill Failure,Cleaner,0.89,0.05, clean-room*none*open-door*,,100.00,0.89
5,Baseline,0.00,open-door,1195203331650403189695186389172224.00,0.00,RoomA,false,Skill Not Found,Cleaner,1.00,0.03, none*none*none*,,80.00,1.00
5,Baseline,0.00,open-door,0.06,0.01,RoomA,true,None,Cleaner,0.90,0.01, clean-room*sanitize-robot*open-door*,,150.00,0.87
5,Baseline,0.00,clean-room,0.01,0.01,RoomA,true,None,Cleaner,0.87,0.01, clean-room*sanitize-robot*open-door*,,150.00,0.72
5,Baseline,0.00,sanitize-robot,0.02,0.01,SanitizationRoom,true,None,Cleaner,0.72,0.01, clean-room*sanitize-robot*open-door*,,150.00,0.55
5,Baseline,0.00,move-furniture,0.10,0.01,RoomA,false,Skill Failure,Robot,1.00,0.05, move-furniture*,,110.00,1.00
5,Baseline,0.00,open-door,1195203331650403189695186389172224.00,0.00,RoomA,false,Skill Not Found,Cleaner,1.00,0.05, clean-room*sanitize-robot*none*,,120.00,1.00
6,Baseline,25.81,open-door,0.06,0.01,RoomA,true,None,Cleaner,1.00,0.05, clean-room*sanitize-robot*open-door*,,110.00,0.75
6,Baseline,25.81,clean-room,0.10,0.01,RoomA,false,Low Battery,Cleaner,0.75,0.05, clean-room*sanitize-robot*open-door*,,110.00,-0.00
6,Baseline,25.81,open-door,0.01,0.07,RoomA,true,None,Cleaner,1.00,0.04, clean-room*none*open-door*,,100.00,0.76
6,Baseline,25.81,clean-room,0.01,0.07,RoomA,true,None,Cleaner,0.76,0.04, clean-room*none*open-door*,,100.00,0.57
6,Baseline,25.81,sanitize-robot,1195203331650403189695186389172224.00,0.00,SanitizationRoom,false,Skill Not Found,Cleaner,0.57,0.04, clean-room*none*open-door*,,100.00,0.57
6,Baseline,25.81,open-door,0.01,0.01,RoomA,true,None,Cleaner,1.00,0.05, clean-room*none*open-door*,,100.00,0.89
6,Baseline,25.81,clean-room,0.10,0.01,RoomA,false,Skill Failure,Cleaner,0.89,0.05, clean-room*none*open-door*,,100.00,0.89
6,Baseline,25.81,open-door,1195203331650403189695186389172224.00,0.00,RoomA,false,Skill Not Found,Cleaner,1.00,0.03, none*none*none*,,80.00,1.00
6,Baseline,25.81,open-door,0.06,0.01,RoomA,true,None,Cleaner,0.90,0.01, clean-room*sanitize-robot*open-door*,,150.00,0.87
6,Baseline,25.81,clean-room,0.01,0.01,RoomA,true,None,Cleaner,0.87,0.01, clean-room*sanitize-robot*open-door*,,150.00,0.72
6,Baseline,25.81,sanitize-robot,0.02,0.01,SanitizationRoom,true,None,Cleaner,0.72,0.01, clean-room*sanitize-robot*open-door*,,150.00,0.55
6,Baseline,25.81,move-furniture,0.10,0.01,RoomA,false,Skill Failure,Robot,1.00,0.05, move-furniture*,,110.00,1.00
6,Baseline,25.81,open-door,1195203331650403189695186389172224.00,0.00,RoomA,false,Skill Not Found,Cleaner,1.00,0.05, clean-room*sanitize-robot*none*,,120.00,1.00
6,Baseline,25.81,open-door,0.01,0.01,RoomA,true,None,Cleaner,0.80,0.01, clean-room*sanitize-robot*open-door*,,110.00,0.75
6,Baseline,25.81,move-furniture,0.10,0.01,RoomA,true,Skill Failure,Robot,1.00,0.05, move-furniture*,,110.00,0.05
6,Baseline,25.81,sanitize-robot,0.01,0.07,SanitizationRoom,true,None,Cleaner,0.51,0.01, clean-room*sanitize-robot*open-door*,,110.00,0.39
6,Baseline,25.81,move-furniture,0.05,0.01,RoomA,false,Low Battery,Robot,0.05,0.05, move-furniture*,,100.00,-0.01
7,Baseline,25.81,open-door,0.06,0.01,RoomA,true,None,Cleaner,1.00,0.05, clean-room*sanitize-robot*open-door*,,110.00,0.75
7,Baseline,25.81,clean-room,0.10,0.01,RoomA,false,Low Battery,Cleaner,0.75,0.05, clean-room*sanitize-robot*open-door*,,110.00,-0.00
7,Baseline,25.81,open-door,0.01,0.07,RoomA,true,None,Cleaner,1.00,0.04, clean-room*none*open-door*,,100.00,0.76
7,Baseline,25.81,clean-room,0.01,0.07,RoomA,true,None,Cleaner,0.76,0.04, clean-room*none*open-door*,,100.00,0.57
7,Baseline,25.81,sanitize-robot,1195203331650403189695186389172224.00,0.00,SanitizationRoom,false,Skill Not Found,Cleaner,0.57,0.04, clean-room*none*open-door*,,100.00,0.57
7,Baseline,25.81,open-door,0.01,0.01,RoomA,true,None,Cleaner,1.00,0.05, clean-room*none*open-door*,,100.00,0.89
7,Baseline,25.81,clean-room,0.10,0.01,RoomA,false,Skill Failure,Cleaner,0.89,0.05, clean-room*none*open-door*,,100.00,0.89
7,Baseline,25.81,open-door,1195203331650403189695186389172224.00,0.00,RoomA,false,Skill Not Found,Cleaner,1.00,0.03, none*none*none*,,80.00,1.00
7,Baseline,25.81,open-door,0.06,0.01,RoomA,true,None,Cleaner,0.90,0.01, clean-room*sanitize-robot*open-door*,,150.00,0.87
7,Baseline,25.81,clean-room,0.01,0.01,RoomA,true,None,Cleaner,0.87,0.01, clean-room*sanitize-robot*open-door*,,150.00,0.72
7,Baseline,25.81,sanitize-robot,0.02,0.01,SanitizationRoom,true,None,Cleaner,0.72,0.01, clean-room*sanitize-robot*open-door*,,150.00,0.55
7,Baseline,25.81,move-furniture,0.10,0.01,RoomA,false,Skill Failure,Robot,1.00,0.05, move-furniture*,,110.00,1.00
7,Baseline,25.81,open-door,1195203331650403189695186389172224.00,0.00,RoomA,false,Skill Not Found,Cleaner,1.00,0.05, clean-room*sanitize-robot*none*,,120.00,1.00
7,Baseline,25.81,open-door,0.01,0.01,RoomA,true,None,Cleaner,0.80,0.01, clean-room*sanitize-robot*open-door*,,110.00,0.75
7,Baseline,25.81,move-furniture,0.10,0.01,RoomA,true,Skill Failure,Robot,1.00,0.05, move-furniture*,,110.00,0.05
7,Baseline,25.81,sanitize-robot,0.01,0.07,SanitizationRoom,true,None,Cleaner,0.51,0.01, clean-room*sanitize-robot*open-door*,,110.00,0.39
7,Baseline,25.81,move-furniture,0.05,0.01,RoomA,false,Low Battery,Robot,0.05,0.05, move-furniture*,,100.00,-0.01
7,Baseline,25.81,open-door,0.03,0.01,RoomA,true,None,Cleaner,1.00,0.04, clean-room*sanitize-robot*open-door*,,100.00,0.82
7,Baseline,25.81,clean-room,0.01,0.01,RoomA,true,None,Cleaner,0.82,0.04, clean-room*sanitize-robot*open-door*,,100.00,0.03
7,Baseline,25.81,sanitize-robot,0.06,0.01,SanitizationRoom,false,Low Battery,Cleaner,0.03,0.04, clean-room*sanitize-robot*open-door*,,100.00,-0.01
8,Baseline,94.12,open-door,0.06,0.01,RoomA,true,None,Cleaner,1.00,0.05, clean-room*sanitize-robot*open-door*,,110.00,0.75
8,Baseline,94.12,clean-room,0.10,0.01,RoomA,false,Low Battery,Cleaner,0.75,0.05, clean-room*sanitize-robot*open-door*,,110.00,-0.00
8,Baseline,94.12,open-door,0.01,0.07,RoomA,true,None,Cleaner,1.00,0.04, clean-room*none*open-door*,,100.00,0.76
8,Baseline,94.12,clean-room,0.01,0.07,RoomA,true,None,Cleaner,0.76,0.04, clean-room*none*open-door*,,100.00,0.57
8,Baseline,94.12,sanitize-robot,1195203331650403189695186389172224.00,0.00,SanitizationRoom,false,Skill Not Found,Cleaner,0.57,0.04, clean-room*none*open-door*,,100.00,0.57
8,Baseline,94.12,open-door,0.01,0.01,RoomA,true,None,Cleaner,1.00,0.05, clean-room*none*open-door*,,100.00,0.89
8,Baseline,94.12,clean-room,0.10,0.01,RoomA,false,Skill Failure,Cleaner,0.89,0.05, clean-room*none*open-door*,,100.00,0.89
8,Baseline,94.12,open-door,1195203331650403189695186389172224.00,0.00,RoomA,false,Skill Not Found,Cleaner,1.00,0.03, none*none*none*,,80.00,1.00
8,Baseline,94.12,open-door,0.06,0.01,RoomA,true,None,Cleaner,0.90,0.01, clean-room*sanitize-robot*open-door*,,150.00,0.87
8,Baseline,94.12,clean-room,0.01,0.01,RoomA,true,None,Cleaner,0.87,0.01, clean-room*sanitize-robot*open-door*,,150.00,0.72
8,Baseline,94.12,sanitize-robot,0.02,0.01,SanitizationRoom,true,None,Cleaner,0.72,0.01, clean-room*sanitize-robot*open-door*,,150.00,0.55
8,Baseline,94.12,move-furniture,0.10,0.01,RoomA,false,Skill Failure,Robot,1.00,0.05, move-furniture*,,110.00,1.00
8,Baseline,94.12,open-door,1195203331650403189695186389172224.00,0.00,RoomA,false,Skill Not Found,Cleaner,1.00,0.05, clean-room*sanitize-robot*none*,,120.00,1.00
8,Baseline,94.12,open-door,0.01,0.01,RoomA,true,None,Cleaner,0.80,0.01, clean-room*sanitize-robot*open-door*,,110.00,0.75
8,Baseline,94.12,move-furniture,0.10,0.01,RoomA,true,Skill Failure,Robot,1.00,0.05, move-furniture*,,110.00,0.05
8,Baseline,94.12,sanitize-robot,0.01,0.07,SanitizationRoom,true,None,Cleaner,0.51,0.01, clean-room*sanitize-robot*open-door*,,110.00,0.39
8,Baseline,94.12,move-furniture,0.05,0.01,RoomA,false,Low Battery,Robot,0.05,0.05, move-furniture*,,100.00,-0.01
8,Baseline,94.12,open-door,0.03,0.01,RoomA,true,None,Cleaner,1.00,0.04, clean-room*sanitize-robot*open-door*,,100.00,0.82
8,Baseline,94.12,clean-room,0.01,0.01,RoomA,true,None,Cleaner,0.82,0.04, clean-room*sanitize-robot*open-door*,,100.00,0.03
8,Baseline,94.12,sanitize-robot,0.06,0.01,SanitizationRoom,false,Low Battery,Cleaner,0.03,0.04, clean-room*sanitize-robot*open-door*,,100.00,-0.01
8,Baseline,94.12,open-door,0.01,0.01,RoomA,true,None,Cleaner,0.80,0.01, clean-room*sanitize-robot*open-door*,,100.00,0.75
8,Baseline,94.12,clean-room,0.10,0.01,RoomA,true,None,Cleaner,0.75,0.01, clean-room*sanitize-robot*open-door*,,100.00,0.55
8,Baseline,94.12,sanitize-robot,0.02,0.01,SanitizationRoom,true,None,Cleaner,0.55,0.01, clean-room*sanitize-robot*open-door*,,100.00,0.29
8,Baseline,94.12,move-furniture,0.05,0.01,RoomA,true,None,Robot,0.60,0.01, move-furniture*,,150.00,0.46
8,Baseline,94.12,move-furniture,0.01,0.03,RoomA,true,None,Robot,0.90,0.01, move-furniture*,,110.00,0.70
8,Baseline,94.12,clean-room,0.10,0.01,RoomB,true,None,Cleaner,0.29,0.01, clean-room*sanitize-robot*open-door*,,100.00,0.01
8,Baseline,94.12,sanitize-robot,0.02,0.01,SanitizationRoom,false,Low Battery,Cleaner,0.01,0.01, clean-room*sanitize-robot*open-door*,,100.00,-0.00
9,Baseline,19.15,open-door,0.06,0.01,RoomA,true,None,Cleaner,1.00,0.05, clean-room*sanitize-robot*open-door*,,110.00,0.75
9,Baseline,19.15,clean-room,0.10,0.01,RoomA,false,Low Battery,Cleaner,0.75,0.05, clean-room*sanitize-robot*open-door*,,110.00,-0.00
9,Baseline,19.15,open-door,0.01,0.07,RoomA,true,None,Cleaner,1.00,0.04, clean-room*none*open-door*,,100.00,0.76
9,Baseline,19.15,clean-room,0.01,0.07,RoomA,true,None,Cleaner,0.76,0.04, clean-room*none*open-door*,,100.00,0.57
9,Baseline,19.15,sanitize-robot,1195203331650403189695186389172224.00,0.00,SanitizationRoom,false,Skill Not Found,Cleaner,0.57,0.04, clean-room*none*open-door*,,100.00,0.57
9,Baseline,19.15,open-door,0.01,0.01,RoomA,true,None,Cleaner,1.00,0.05, clean-room*none*open-door*,,100.00,0.89
9,Baseline,19.15,clean-room,0.10,0.01,RoomA,false,Skill Failure,Cleaner,0.89,0.05, clean-room*none*open-door*,,100.00,0.89
9,Baseline,19.15,open-door,1195203331650403189695186389172224.00,0.00,RoomA,false,Skill Not Found,Cleaner,1.00,0.03, none*none*none*,,80.00,1.00
9,Baseline,19.15,open-door,0.06,0.01,RoomA,true,None,Cleaner,0.90,0.01, clean-room*sanitize-robot*open-door*,,150.00,0.87
9,Baseline,19.15,clean-room,0.01,0.01,RoomA,true,None,Cleaner,0.87,0.01, clean-room*sanitize-robot*open-door*,,150.00,0.72
9,Baseline,19.15,sanitize-robot,0.02,0.01,SanitizationRoom,true,None,Cleaner,0.72,0.01, clean-room*sanitize-robot*open-door*,,150.00,0.55
9,Baseline,19.15,move-furniture,0.10,0.01,RoomA,false,Skill Failure,Robot,1.00,0.05, move-furniture*,,110.00,1.00
9,Baseline,19.15,open-door,1195203331650403189695186389172224.00,0.00,RoomA,false,Skill Not Found,Cleaner,1.00,0.05, clean-room*sanitize-robot*none*,,120.00,1.00
9,Baseline,19.15,open-door,0.01,0.01,RoomA,true,None,Cleaner,0.80,0.01, clean-room*sanitize-robot*open-door*,,110.00,0.75
9,Baseline,19.15,move-furniture,0.10,0.01,RoomA,true,Skill Failure,Robot,1.00,0.05, move-furniture*,,110.00,0.05
9,Baseline,19.15,sanitize-robot,0.01,0.07,SanitizationRoom,true,None,Cleaner,0.51,0.01, clean-room*sanitize-robot*open-door*,,110.00,0.39
9,Baseline,19.15,move-furniture,0.05,0.01,RoomA,false,Low Battery,Robot,0.05,0.05, move-furniture*,,100.00,-0.01
9,Baseline,19.15,open-door,0.03,0.01,RoomA,true,None,Cleaner,1.00,0.04, clean-room*sanitize-robot*open-door*,,100.00,0.82
9,Baseline,19.15,clean-room,0.01,0.01,RoomA,true,None,Cleaner,0.82,0.04, clean-room*sanitize-robot*open-door*,,100.00,0.03
9,Baseline,19.15,sanitize-robot,0.06,0.01,SanitizationRoom,false,Low Battery,Cleaner,0.03,0.04, clean-room*sanitize-robot*open-door*,,100.00,-0.01
9,Baseline,19.15,open-door,0.01,0.01,RoomA,true,None,Cleaner,0.80,0.01, clean-room*sanitize-robot*open-door*,,100.00,0.75
9,Baseline,19.15,clean-room,0.10,0.01,RoomA,true,None,Cleaner,0.75,0.01, clean-room*sanitize-robot*open-door*,,100.00,0.55
9,Baseline,19.15,sanitize-robot,0.02,0.01,SanitizationRoom,true,None,Cleaner,0.55,0.01, clean-room*sanitize-robot*open-door*,,100.00,0.29
9,Baseline,19.15,move-furniture,0.05,0.01,RoomA,true,None,Robot,0.60,0.01, move-furniture*,,150.00,0.46
9,Baseline,19.15,move-furniture,0.01,0.03,RoomA,true,None,Robot,0.90,0.01, move-furniture*,,110.00,0.70
9,Baseline,19.15,clean-room,0.10,0.01,RoomB,true,None,Cleaner,0.29,0.01, clean-room*sanitize-robot*open-door*,,100.00,0.01
9,Baseline,19.15,sanitize-robot,0.02,0.01,SanitizationRoom,false,Low Battery,Cleaner,0.01,0.01, clean-room*sanitize-robot*open-door*,,100.00,-0.00
9,Baseline,19.15,open-door,0.06,0.01,RoomA,true,None,Cleaner,1.00,0.05, clean-room*none*open-door*,,120.00,0.82
9,Baseline,19.15,clean-room,0.01,0.07,RoomA,false,Low Battery,Cleaner,0.82,0.05, clean-room*none*open-door*,,120.00,-0.01
10,Baseline,39.34,open-door,0.06,0.01,RoomA,true,None,Cleaner,1.00,0.05, clean-room*sanitize-robot*open-door*,,110.00,0.75
10,Baseline,39.34,clean-room,0.10,0.01,RoomA,false,Low Battery,Cleaner,0.75,0.05, clean-room*sanitize-robot*open-door*,,110.00,-0.00
10,Baseline,39.34,open-door,0.01,0.07,RoomA,true,None,Cleaner,1.00,0.04, clean-room*none*open-door*,,100.00,0.76
10,Baseline,39.34,clean-room,0.01,0.07,RoomA,true,None,Cleaner,0.76,0.04, clean-room*none*open-door*,,100.00,0.57
10,Baseline,39.34,sanitize-robot,1195203331650403189695186389172224.00,0.00,SanitizationRoom,false,Skill Not Found,Cleaner,0.57,0.04, clean-room*none*open-door*,,100.00,0.57
10,Baseline,39.34,open-door,0.01,0.01,RoomA,true,None,Cleaner,1.00,0.05, clean-room*none*open-door*,,100.00,0.89
10,Baseline,39.34,clean-room,0.10,0.01,RoomA,false,Skill Failure,Cleaner,0.89,0.05, clean-room*none*open-door*,,100.00,0.89
10,Baseline,39.34,open-door,1195203331650403189695186389172224.00,0.00,RoomA,false,Skill Not Found,Cleaner,1.00,0.03, none*none*none*,,80.00,1.00
10,Baseline,39.34,open-door,0.06,0.01,RoomA,true,None,Cleaner,0.90,0.01, clean-room*sanitize-robot*open-door*,,150.00,0.87
10,Baseline,39.34,clean-room,0.01,0.01,RoomA,true,None,Cleaner,0.87,0.01, clean-room*sanitize-robot*open-door*,,150.00,0.72
10,Baseline,39.34,sanitize-robot,0.02,0.01,SanitizationRoom,true,None,Cleaner,0.72,0.01, clean-room*sanitize-robot*open-door*,,150.00,0.55
10,Baseline,39.34,move-furniture,0.10,0.01,RoomA,false,Skill Failure,Robot,1.00,0.05, move-furniture*,,110.00,1.00
10,Baseline,39.34,open-door,1195203331650403189695186389172224.00,0.00,RoomA,false,Skill Not Found,Cleaner,1.00,0.05, clean-room*sanitize-robot*none*,,120.00,1.00
10,Baseline,39.34,open-door,0.01,0.01,RoomA,true,None,Cleaner,0.80,0.01, clean-room*sanitize-robot*open-door*,,110.00,0.75
10,Baseline,39.34,move-furniture,0.10,0.01,RoomA,true,Skill Failure,Robot,1.00,0.05, move-furniture*,,110.00,0.05
10,Baseline,39.34,sanitize-robot,0.01,0.07,SanitizationRoom,true,None,Cleaner,0.51,0.01, clean-room*sanitize-robot*open-door*,,110.00,0.39
10,Baseline,39.34,move-furniture,0.05,0.01,RoomA,false,Low Battery,Robot,0.05,0.05, move-furniture*,,100.00,-0.01
10,Baseline,39.34,open-door,0.03,0.01,RoomA,true,None,Cleaner,1.00,0.04, clean-room*sanitize-robot*open-door*,,100.00,0.82
10,Baseline,39.34,clean-room,0.01,0.01,RoomA,true,None,Cleaner,0.82,0.04, clean-room*sanitize-robot*open-door*,,100.00,0.03
10,Baseline,39.34,sanitize-robot,0.06,0.01,SanitizationRoom,false,Low Battery,Cleaner,0.03,0.04, clean-room*sanitize-robot*open-door*,,100.00,-0.01
10,Baseline,39.34,open-door,0.01,0.01,RoomA,true,None,Cleaner,0.80,0.01, clean-room*sanitize-robot*open-door*,,100.00,0.75
10,Baseline,39.34,clean-room,0.10,0.01,RoomA,true,None,Cleaner,0.75,0.01, clean-room*sanitize-robot*open-door*,,100.00,0.55
10,Baseline,39.34,sanitize-robot,0.02,0.01,SanitizationRoom,true,None,Cleaner,0.55,0.01, clean-room*sanitize-robot*open-door*,,100.00,0.29
10,Baseline,39.34,move-furniture,0.05,0.01,RoomA,true,None,Robot,0.60,0.01, move-furniture*,,150.00,0.46
10,Baseline,39.34,move-furniture,0.01,0.03,RoomA,true,None,Robot,0.90,0.01, move-furniture*,,110.00,0.70
10,Baseline,39.34,clean-room,0.10,0.01,RoomB,true,None,Cleaner,0.29,0.01, clean-room*sanitize-robot*open-door*,,100.00,0.01
10,Baseline,39.34,sanitize-robot,0.02,0.01,SanitizationRoom,false,Low Battery,Cleaner,0.01,0.01, clean-room*sanitize-robot*open-door*,,100.00,-0.00
10,Baseline,39.34,open-door,0.06,0.01,RoomA,true,None,Cleaner,1.00,0.05, clean-room*none*open-door*,,120.00,0.82
10,Baseline,39.34,clean-room,0.01,0.07,RoomA,false,Low Battery,Cleaner,0.82,0.05, clean-room*none*open-door*,,120.00,-0.01
10,Baseline,39.34,open-door,0.01,0.01,RoomA,true,None,Cleaner,0.60,0.01, clean-room*sanitize-robot*open-door*,,150.00,0.56
10,Baseline,39.34,clean-room,0.06,0.01,RoomA,true,None,Cleaner,0.56,0.01, clean-room*sanitize-robot*open-door*,,150.00,0.54
10,Baseline,39.34,sanitize-robot,0.03,0.01,SanitizationRoom,true,None,Cleaner,0.54,0.01, clean-room*sanitize-robot*open-door*,,150.00,0.37
10,Baseline,39.34,move-furniture,0.01,0.12,RoomA,false,Low Battery,Robot,1.00,0.05, move-furniture*,,100.00,-0.01
11,Baseline,58.19,open-door,0.06,0.01,RoomA,true,None,Cleaner,1.00,0.05, clean-room*sanitize-robot*open-door*,,110.00,0.75
11,Baseline,58.19,clean-room,0.10,0.01,RoomA,false,Low Battery,Cleaner,0.75,0.05, clean-room*sanitize-robot*open-door*,,110.00,-0.00
11,Baseline,58.19,open-door,0.01,0.07,RoomA,true,None,Cleaner,1.00,0.04, clean-room*none*open-door*,,100.00,0.76
11,Baseline,58.19,clean-room,0.01,0.07,RoomA,true,None,Cleaner,0.76,0.04, clean-room*none*open-door*,,100.00,0.57
11,Baseline,58.19,sanitize-robot,1195203331650403189695186389172224.00,0.00,SanitizationRoom,false,Skill Not Found,Cleaner,0.57,0.04, clean-room*none*open-door*,,100.00,0.57
11,Baseline,58.19,open-door,0.01,0.01,RoomA,true,None,Cleaner,1.00,0.05, clean-room*none*open-door*,,100.00,0.89
11,Baseline,58.19,clean-room,0.10,0.01,RoomA,false,Skill Failure,Cleaner,0.89,0.05, clean-room*none*open-door*,,100.00,0.89
11,Baseline,58.19,open-door,1195203331650403189695186389172224.00,0.00,RoomA,false,Skill Not Found,Cleaner,1.00,0.03, none*none*none*,,80.00,1.00
11,Baseline,58.19,open-door,0.06,0.01,RoomA,true,None,Cleaner,0.90,0.01, clean-room*sanitize-robot*open-door*,,150.00,0.87
11,Baseline,58.19,clean-room,0.01,0.01,RoomA,true,None,Cleaner,0.87,0.01, clean-room*sanitize-robot*open-door*,,150.00,0.72
11,Baseline,58.19,sanitize-robot,0.02,0.01,SanitizationRoom,true,None,Cleaner,0.72,0.01, clean-room*sanitize-robot*open-door*,,150.00,0.55
11,Baseline,58.19,move-furniture,0.10,0.01,RoomA,false,Skill Failure,Robot,1.00,0.05, move-furniture*,,110.00,1.00
