ExperimentId,Approach,TaskFinishTime,SkillName,SkillChanceToFail,SkillBatteryConsume, Location,SuccessResult,FailureReasonEnum,RobotName, RobotColor, BatteryCharge,BatteryDischargeRate,Skills,Speed,EndBatteryCharge,TimeSpent, BatterySpent
0,Baseline,2.20,OpenDoor,0.01,0.01,RoomA,false,Timeout,Cleaner,Yellow,1.00,0.00, CleanRoom*SanitizeRobot*OpenDoor*,120.00,1.000.00,1.00
1,Baseline,2.02,OpenDoor,0.01,0.01,RoomA,false,Timeout,Cleaner,Yellow,1.00,0.00, CleanRoom*SanitizeRobot*OpenDoor*,120.00,1.000.00,1.00
1,Baseline,2.02,OpenDoor,0.01,0.03,RoomA,false,Timeout,Cleaner,Green,1.00,0.00, CleanRoom*SanitizeRobot*OpenDoor*,80.00,1.002.20,1.00
2,Baseline,0.00,OpenDoor,0.01,0.01,RoomA,false,Timeout,Cleaner,Yellow,1.00,0.00, CleanRoom*SanitizeRobot*OpenDoor*,120.00,1.000.00,1.00
2,Baseline,0.00,OpenDoor,0.01,0.03,RoomA,false,Timeout,Cleaner,Green,1.00,0.00, CleanRoom*SanitizeRobot*OpenDoor*,80.00,1.002.20,1.00
2,Baseline,0.00,OpenDoor,0.75,0.01,RoomA,false,Skill Failure,Cleaner,Red,0.80,0.00, none*SanitizeRobot*OpenDoor*,100.00,0.804.21,0.80
3,Baseline,2.08,OpenDoor,0.01,0.01,RoomA,false,Timeout,Cleaner,Yellow,1.00,0.00, CleanRoom*SanitizeRobot*OpenDoor*,120.00,1.000.00,1.00
3,Baseline,2.08,OpenDoor,0.01,0.03,RoomA,false,Timeout,Cleaner,Green,1.00,0.00, CleanRoom*SanitizeRobot*OpenDoor*,80.00,1.002.20,1.00
3,Baseline,2.08,OpenDoor,0.75,0.01,RoomA,false,Skill Failure,Cleaner,Red,0.80,0.00, none*SanitizeRobot*OpenDoor*,100.00,0.804.21,0.80
3,Baseline,2.08,OpenDoor,0.01,0.05,RoomA,false,Timeout,Cleaner,Blue,1.00,0.00, CleanRoom*SanitizeRobot*OpenDoor*,80.00,1.004.21,1.00
4,Baseline,2.06,OpenDoor,0.01,0.01,RoomA,false,Timeout,Cleaner,Yellow,1.00,0.00, CleanRoom*SanitizeRobot*OpenDoor*,120.00,1.000.00,1.00
4,Baseline,2.06,OpenDoor,0.01,0.03,RoomA,false,Timeout,Cleaner,Green,1.00,0.00, CleanRoom*SanitizeRobot*OpenDoor*,80.00,1.002.20,1.00
4,Baseline,2.06,OpenDoor,0.75,0.01,RoomA,false,Skill Failure,Cleaner,Red,0.80,0.00, none*SanitizeRobot*OpenDoor*,100.00,0.804.21,0.80
4,Baseline,2.06,OpenDoor,0.01,0.05,RoomA,false,Timeout,Cleaner,Blue,1.00,0.00, CleanRoom*SanitizeRobot*OpenDoor*,80.00,1.004.21,1.00
4,Baseline,2.06,OpenDoor,0.02,0.01,RoomA,false,Timeout,Cleaner,Red,1.00,0.00, CleanRoom*SanitizeRobot*OpenDoor*,80.00,1.006.30,1.00
5,Baseline,2.05,OpenDoor,0.01,0.01,RoomA,false,Timeout,Cleaner,Yellow,1.00,0.00, CleanRoom*SanitizeRobot*OpenDoor*,120.00,1.000.00,1.00
5,Baseline,2.05,OpenDoor,0.01,0.03,RoomA,false,Timeout,Cleaner,Green,1.00,0.00, CleanRoom*SanitizeRobot*OpenDoor*,80.00,1.002.20,1.00
5,Baseline,2.05,OpenDoor,0.75,0.01,RoomA,false,Skill Failure,Cleaner,Red,0.80,0.00, none*SanitizeRobot*OpenDoor*,100.00,0.804.21,0.80
5,Baseline,2.05,OpenDoor,0.01,0.05,RoomA,false,Timeout,Cleaner,Blue,1.00,0.00, CleanRoom*SanitizeRobot*OpenDoor*,80.00,1.004.21,1.00
5,Baseline,2.05,OpenDoor,0.02,0.01,RoomA,false,Timeout,Cleaner,Red,1.00,0.00, CleanRoom*SanitizeRobot*OpenDoor*,80.00,1.006.30,1.00
5,Baseline,2.05,OpenDoor,0.01,0.03,RoomA,false,Timeout,Cleaner,Green,0.80,0.00, CleanRoom*SanitizeRobot*OpenDoor*,110.00,0.808.35,0.80
6,Baseline,-0.00,OpenDoor,0.01,0.01,RoomA,false,Timeout,Cleaner,Yellow,1.00,0.00, CleanRoom*SanitizeRobot*OpenDoor*,120.00,1.000.00,1.00
6,Baseline,-0.00,OpenDoor,0.01,0.03,RoomA,false,Timeout,Cleaner,Green,1.00,0.00, CleanRoom*SanitizeRobot*OpenDoor*,80.00,1.002.20,1.00
6,Baseline,-0.00,OpenDoor,0.75,0.01,RoomA,false,Skill Failure,Cleaner,Red,0.80,0.00, none*SanitizeRobot*OpenDoor*,100.00,0.804.21,0.80
6,Baseline,-0.00,OpenDoor,0.01,0.05,RoomA,false,Timeout,Cleaner,Blue,1.00,0.00, CleanRoom*SanitizeRobot*OpenDoor*,80.00,1.004.21,1.00
6,Baseline,-0.00,OpenDoor,0.02,0.01,RoomA,false,Timeout,Cleaner,Red,1.00,0.00, CleanRoom*SanitizeRobot*OpenDoor*,80.00,1.006.30,1.00
6,Baseline,-0.00,OpenDoor,0.01,0.03,RoomA,false,Timeout,Cleaner,Green,0.80,0.00, CleanRoom*SanitizeRobot*OpenDoor*,110.00,0.808.35,0.80
6,Baseline,-0.00,OpenDoor,0.00,0.00,RoomA,false,Skill Not Found,Cleaner,Red,0.60,0.00, CleanRoom*none*none*,150.00,0.6010.40,0.60
7,Baseline,2.06,OpenDoor,0.01,0.01,RoomA,false,Timeout,Cleaner,Yellow,1.00,0.00, CleanRoom*SanitizeRobot*OpenDoor*,120.00,1.000.00,1.00
7,Baseline,2.06,OpenDoor,0.01,0.03,RoomA,false,Timeout,Cleaner,Green,1.00,0.00, CleanRoom*SanitizeRobot*OpenDoor*,80.00,1.002.20,1.00
7,Baseline,2.06,OpenDoor,0.75,0.01,RoomA,false,Skill Failure,Cleaner,Red,0.80,0.00, none*SanitizeRobot*OpenDoor*,100.00,0.804.21,0.80
7,Baseline,2.06,OpenDoor,0.01,0.05,RoomA,false,Timeout,Cleaner,Blue,1.00,0.00, CleanRoom*SanitizeRobot*OpenDoor*,80.00,1.004.21,1.00
7,Baseline,2.06,OpenDoor,0.02,0.01,RoomA,false,Timeout,Cleaner,Red,1.00,0.00, CleanRoom*SanitizeRobot*OpenDoor*,80.00,1.006.30,1.00
7,Baseline,2.06,OpenDoor,0.01,0.03,RoomA,false,Timeout,Cleaner,Green,0.80,0.00, CleanRoom*SanitizeRobot*OpenDoor*,110.00,0.808.35,0.80
7,Baseline,2.06,OpenDoor,0.00,0.00,RoomA,false,Skill Not Found,Cleaner,Red,0.60,0.00, CleanRoom*none*none*,150.00,0.6010.40,0.60
7,Baseline,2.06,OpenDoor,0.06,0.01,RoomA,false,Timeout,Cleaner,Red,1.00,0.00, CleanRoom*SanitizeRobot*OpenDoor*,110.00,1.0010.40,1.00
8,Baseline,2.07,OpenDoor,0.01,0.01,RoomA,false,Timeout,Cleaner,Yellow,1.00,0.00, CleanRoom*SanitizeRobot*OpenDoor*,120.00,1.000.00,1.00
8,Baseline,2.07,OpenDoor,0.01,0.03,RoomA,false,Timeout,Cleaner,Green,1.00,0.00, CleanRoom*SanitizeRobot*OpenDoor*,80.00,1.002.20,1.00
8,Baseline,2.07,OpenDoor,0.75,0.01,RoomA,false,Skill Failure,Cleaner,Red,0.80,0.00, none*SanitizeRobot*OpenDoor*,100.00,0.804.21,0.80
8,Baseline,2.07,OpenDoor,0.01,0.05,RoomA,false,Timeout,Cleaner,Blue,1.00,0.00, CleanRoom*SanitizeRobot*OpenDoor*,80.00,1.004.21,1.00
8,Baseline,2.07,OpenDoor,0.02,0.01,RoomA,false,Timeout,Cleaner,Red,1.00,0.00, CleanRoom*SanitizeRobot*OpenDoor*,80.00,1.006.30,1.00
8,Baseline,2.07,OpenDoor,0.01,0.03,RoomA,false,Timeout,Cleaner,Green,0.80,0.00, CleanRoom*SanitizeRobot*OpenDoor*,110.00,0.808.35,0.80
8,Baseline,2.07,OpenDoor,0.00,0.00,RoomA,false,Skill Not Found,Cleaner,Red,0.60,0.00, CleanRoom*none*none*,150.00,0.6010.40,0.60
