ExperimentId,Approach,TaskFinishTime,SkillName,SkillChanceToFail,SkillBatteryConsume, Location,SuccessResult,FailureReasonEnum,RobotName, RobotColor, BatteryCharge,BatteryDischargeRate,Skills,Speed,EndBatteryCharge,TimeSpent, BatterySpent
0,Baseline,0.00,OpenDoor,0.00,0.00,RoomA,false,Skill Not Found,Cleaner,Blue,0.70,0.00, CleanRoom*SanitizeRobot*none*,110.00,0.700.00,0.70
1,Baseline,144.49,OpenDoor,0.00,0.00,RoomA,false,Skill Not Found,Cleaner,Blue,0.70,0.00, CleanRoom*SanitizeRobot*none*,110.00,0.700.00,0.70
1,Baseline,144.49,OpenDoor,0.03,0.01,RoomA,true,None,Cleaner,Yellow,0.90,0.00, CleanRoom*SanitizeRobot*OpenDoor*,100.00,0.9010.04,-0.00
1,Baseline,144.49,CleanRoom,0.06,0.01,RoomA,true,None,Cleaner,Yellow,0.90,0.00, CleanRoom*SanitizeRobot*OpenDoor*,100.00,0.8816.06,-0.02
1,Baseline,144.49,SanitizeRobot,0.01,0.07,SanitizationRoom,true,None,Cleaner,Yellow,0.88,0.00, CleanRoom*SanitizeRobot*OpenDoor*,100.00,0.8622.30,-0.02
1,Baseline,144.49,MoveFurniture,0.01,0.12,RoomA,true,None,Organizer1,Blue,0.60,0.00, MoveFurniture*,150.00,0.5813.81,-0.02
1,Baseline,144.49,MoveFurniture,0.01,0.07,RoomA,true,None,Organizer2,Green,1.00,0.00, MoveFurniture*,100.00,0.9820.60,-0.02
1,Baseline,144.49,CleanRoom,0.06,0.01,RoomB,true,None,Cleaner,Yellow,0.86,0.00, CleanRoom*SanitizeRobot*OpenDoor*,100.00,0.8423.78,-0.02
1,Baseline,144.49,SanitizeRobot,0.01,0.07,SanitizationRoom,true,None,Cleaner,Yellow,0.84,0.00, CleanRoom*SanitizeRobot*OpenDoor*,100.00,0.8228.46,-0.02
1,Baseline,144.49,MoveFurniture,0.01,0.12,RoomB,true,None,Organizer1,Blue,0.58,0.00, MoveFurniture*,150.00,0.5716.55,-0.02
1,Baseline,144.49,MoveFurniture,0.01,0.07,RoomB,true,None,Organizer2,Green,0.98,0.00, MoveFurniture*,100.00,0.9623.25,-0.02
2,Baseline,17.08,OpenDoor,0.00,0.00,RoomA,false,Skill Not Found,Cleaner,Blue,0.70,0.00, CleanRoom*SanitizeRobot*none*,110.00,0.700.00,0.70
2,Baseline,17.08,OpenDoor,0.03,0.01,RoomA,true,None,Cleaner,Yellow,0.90,0.00, CleanRoom*SanitizeRobot*OpenDoor*,100.00,0.9010.04,-0.00
2,Baseline,17.08,CleanRoom,0.06,0.01,RoomA,true,None,Cleaner,Yellow,0.90,0.00, CleanRoom*SanitizeRobot*OpenDoor*,100.00,0.8816.06,-0.02
